PM2.5,PM10,NO2,CO,timestamp
16.874065636580248,24.6696961513512,22.85487948467842,1473.025246455667,2024-01-02 13:00:00
16.80344734657259,24.12248180751341,25.05229408462918,1321.2160793035828,2024-01-02 14:00:00
14.911257250644184,23.72824797862653,22.989075892923108,1377.263839915064,2024-01-02 15:00:00
14.024540189698346,22.37507533433773,23.247203189452236,1318.5713906577691,2024-01-02 16:00:00
14.572323243759268,21.72300228880389,24.301420249458484,1467.2021552541828,2024-01-02 17:00:00
13.282311408562652,21.714784148885556,21.91808254986991,1186.5859196786037,2024-01-02 18:00:00
14.711285218148994,23.90078196647954,21.17271528915843,1555.5786439629483,2024-01-02 19:00:00
15.690031331233078,23.821483432446602,21.46060867567564,1430.0811337640937,2024-01-02 20:00:00
15.872341682658814,24.029574022520165,20.633167159057177,1268.9773487962084,2024-01-02 21:00:00
14.660965215983843,26.41334209005931,20.050215243292413,1129.710344085577,2024-01-02 22:00:00
16.1054792886257,28.124975971303535,20.259392046738235,1073.3011423768173,2024-01-02 23:00:00
17.71224988842271,26.90062914429903,21.704274454870223,1092.9257947066758,2024-01-03 00:00:00
17.10067666345551,25.49911546639138,21.368115219021984,939.2715595362332,2024-01-03 01:00:00
17.016217425839244,24.177579106540545,23.08113255665681,949.0897656215268,2024-01-03 02:00:00
16.682397295743712,25.653489330112983,21.585021902312235,1096.2146864863555,2024-01-03 03:00:00
16.764013953834684,25.33324921138673,20.286720120915625,1026.5285851503352,2024-01-03 04:00:00
16.234044625979216,24.8482598588568,23.855953390416737,1079.0385692606321,2024-01-03 05:00:00
15.938770233855685,23.846885670425795,22.71521835887668,1287.5147309435008,2024-01-03 06:00:00
16.6859361497798,23.34277492612427,21.385301130235337,1638.232984557118,2024-01-03 07:00:00
18.50508489802627,24.630601964606573,19.63841916741898,1743.0054220650302,2024-01-03 08:00:00
16.33421653310406,23.053747504114497,23.007465216800036,1946.0712124784493,2024-01-03 09:00:00
15.974524093324543,25.45146946876954,22.852181388403594,1775.1647580924082,2024-01-03 10:00:00
14.717792368883368,24.738756115519443,22.741181051092966,1783.3410322230638,2024-01-03 11:00:00
16.419412098428758,24.854603754151622,22.948145089571828,1628.9153444017934,2024-01-03 12:00:00
15.560485101390777,23.048683945577583,24.418024277231623,1379.714311848471,2024-01-03 13:00:00
14.172697229282369,23.833590213247614,23.859313425857106,1329.474594710436,2024-01-03 14:00:00
15.134700000316897,23.914770591657586,27.180455972965092,1239.9090624445646,2024-01-03 15:00:00
16.831354731713994,24.402799797372296,26.294322637299636,1243.6122854151272,2024-01-03 16:00:00
17.07865831083519,27.247541576541867,27.351165217104228,1522.0655661772266,2024-01-03 17:00:00
16.78784056178995,27.138471653387413,27.46284927587587,1802.3690941664606,2024-01-03 18:00:00
16.765908075471224,25.53206763327595,26.18409652985984,1894.6901524852688,2024-01-03 19:00:00
17.627615125338124,24.457297045472178,24.33252876268021,1662.0057591301722,2024-01-03 20:00:00
16.12596161711259,25.7059810909998,24.30528633835271,1484.649679732782,2024-01-03 21:00:00
15.765730960941543,27.637188893887455,24.403503229020753,1280.086139465662,2024-01-03 22:00:00
15.209623600554059,27.451319239310823,23.092626853257197,1080.5086865369285,2024-01-03 23:00:00
14.153576627570894,27.91408699239455,23.050478408091546,1047.9902749856487,2024-01-04 00:00:00
14.182488752908347,28.120178010081062,24.433784251979368,1104.2010599469145,2024-01-04 01:00:00
15.511359675772036,29.488023308596052,26.530957669884195,1036.804549799802,2024-01-04 02:00:00
15.95269532372249,25.308410246993265,26.37281653684143,1016.3972844168366,2024-01-04 03:00:00
16.34667047255504,26.411544367991276,27.77535608149303,1071.9057329049847,2024-01-04 04:00:00
16.179747954010438,27.699219335103788,25.486105318351516,1080.7635891583293,2024-01-04 05:00:00
16.42437061170137,25.04453714693691,25.86316416442861,1243.7948919939888,2024-01-04 06:00:00
15.412374823093044,23.967097718328304,27.54241624932624,1565.2472526567367,2024-01-04 07:00:00
15.171672101299974,23.28596749204402,25.354923655063306,1849.556805581224,2024-01-04 08:00:00
15.506381234333915,23.055927580529726,24.68482832256738,2107.463026936955,2024-01-04 09:00:00
15.752882926224565,23.16600192554426,27.03734825998221,1822.1973409170525,2024-01-04 10:00:00
15.973962804129169,24.37981468508012,24.83510517670788,1731.7772262478045,2024-01-04 11:00:00
15.692066725046491,26.18169883104627,22.714980041271208,1678.024745877153,2024-01-04 12:00:00
15.280544588953845,27.794358412859005,25.48242058221726,1648.3321795394183,2024-01-04 13:00:00
18.285776096708442,25.9422192785291,26.9225458882198,1626.7132468352756,2024-01-04 14:00:00
18.26461300465295,24.594207086071656,26.553960747966826,1567.9325645562108,2024-01-04 15:00:00
17.79235262648091,26.99497823219904,25.65527421222281,1691.462869487186,2024-01-04 16:00:00
16.920811100686624,27.781846403794958,24.81086745262825,1831.5819121644686,2024-01-04 17:00:00
16.073392224605165,27.372414018261136,24.950890651069685,1963.1239628438684,2024-01-04 18:00:00
15.774310586118364,27.68957470483508,26.866226554823157,1916.9614711694285,2024-01-04 19:00:00
15.910631314884908,27.026800458385445,26.030142210813338,1708.1774351321665,2024-01-04 20:00:00
13.992105441016015,27.36789771233315,27.781701371769245,1561.8921848051825,2024-01-04 21:00:00
12.935386317717942,26.293256805459993,24.937812020691076,1408.2941242695913,2024-01-04 22:00:00
13.052258777656686,26.473193169014372,24.186279185094293,1377.5674562543231,2024-01-04 23:00:00
13.900160822495138,23.86632068261728,23.096285210685064,1216.7660166175872,2024-01-05 00:00:00
14.078308164614892,23.286932052050346,21.318934486823032,1117.351617837132,2024-01-05 01:00:00
15.784201204751927,22.91210213090376,21.381556802225006,1081.0735242293963,2024-01-05 02:00:00
14.262693490791273,23.10057062672434,22.116973068487077,1117.142012959224,2024-01-05 03:00:00
13.883449274460482,22.421585233079618,23.02857066638468,1111.9705050141145,2024-01-05 04:00:00
15.713423684936203,22.56363431498647,25.98667790328839,1210.7578603543325,2024-01-05 05:00:00
15.730114138748787,21.17208230303833,25.848262305259222,1170.2161788006224,2024-01-05 06:00:00
16.478492940999473,23.46446180837529,26.91603185582379,1242.9158070145922,2024-01-05 07:00:00
18.139777557990705,24.160767156911895,26.455485959850318,1565.4589582798621,2024-01-05 08:00:00
16.73563900825507,22.103954238057774,28.560124846070153,1796.8209538378655,2024-01-05 09:00:00
16.277613075121383,21.968646448219253,30.83107454136062,1742.123956730708,2024-01-05 10:00:00
15.776222106650161,23.662091996687078,29.541553384195318,1645.4046812919069,2024-01-05 11:00:00
13.863935298727814,23.475608924931034,26.409360565745825,1541.8585702807218,2024-01-05 12:00:00
14.05563255609199,23.11904270381697,24.933850151220668,1495.119094953443,2024-01-05 13:00:00
15.272726673046009,23.800664408564487,24.971989829168088,1431.931485153175,2024-01-05 14:00:00
15.799675745234683,24.90577181015252,25.0770985965327,1367.746564965226,2024-01-05 15:00:00
16.271039991867614,22.967496840357242,25.79201128159834,1337.5000293512446,2024-01-05 16:00:00
15.717904751602305,24.801220571529484,26.040078050662125,1579.5585006945203,2024-01-05 17:00:00
15.02629480031235,23.881143503306195,25.25195822267056,1733.7480046107198,2024-01-05 18:00:00
16.347742092364467,24.483144291998798,23.944666228973414,1771.7886824347106,2024-01-05 19:00:00
15.577935952086538,24.761329265022894,24.132167338599118,1727.6554858737486,2024-01-05 20:00:00
15.748862583401994,24.17239170122308,26.048326161139563,1510.424022224107,2024-01-05 21:00:00
15.745371160344433,22.99736269709809,26.20453284260013,1339.8218153335345,2024-01-05 22:00:00
16.953344641050453,23.333119284930497,25.87541247662344,1427.4676325471714,2024-01-05 23:00:00
17.28809981584492,26.37127047817546,25.743073025261772,1250.8716445115042,2024-01-06 00:00:00
15.468646274129163,23.979434970367763,23.945277110473597,1153.7286499510928,2024-01-06 01:00:00
14.301012271957191,26.96648375203609,22.587981648899945,1100.2811527461422,2024-01-06 02:00:00
15.087845680492212,26.0787153951577,21.306537366402395,1037.6721955639348,2024-01-06 03:00:00
15.055279285522294,25.910504847518524,21.207855500053217,1012.2676938579299,2024-01-06 04:00:00
14.679529390959274,24.092638361363086,20.76605381603568,928.7280067779755,2024-01-06 05:00:00
15.759180077559346,23.303302294084094,22.642580664886175,940.9142772478888,2024-01-06 06:00:00
15.799598656904351,23.229426582354307,21.991593408905352,960.0583318075928,2024-01-06 07:00:00
15.709621904422072,22.352134327520066,21.103845124062627,1093.0656106954125,2024-01-06 08:00:00
16.33343029179245,23.056727432517732,24.484287903142352,1169.6649426325523,2024-01-06 09:00:00
15.672294181138135,23.176964628733373,23.307537137322843,1151.4241773575984,2024-01-06 10:00:00
16.999915188751807,26.73814174190363,23.335386692950134,1154.560737908883,2024-01-06 11:00:00
15.754382491153272,24.58061472800607,23.63081570237885,1138.7302789058674,2024-01-06 12:00:00
16.230207997860806,25.052475226181862,21.85267530627009,1138.0228600035366,2024-01-06 13:00:00
17.2608802378939,25.57999644982631,23.745772393036404,1059.020324337574,2024-01-06 14:00:00
15.403183498354412,23.92745634128167,24.201440355148478,1049.5243430993366,2024-01-06 15:00:00
15.044878892230042,25.44873820140257,25.7349945273026,1083.9496922969859,2024-01-06 16:00:00
16.19000977616035,24.911815384753957,23.974460767905477,1295.4970469979662,2024-01-06 17:00:00
16.982087841274478,21.287996805593366,23.586778429448458,1235.0842146420737,2024-01-06 18:00:00
16.30633971776283,23.561018250405578,23.185447188440055,1103.3057141884824,2024-01-06 19:00:00
15.293963443851288,22.390327812087573,22.99390448325932,995.1075778257187,2024-01-06 20:00:00
16.132066728154253,21.68604585977893,20.691222501938043,1006.5584362656618,2024-01-06 21:00:00
16.915889934577738,23.81546057137958,21.06349539692121,995.1771305432162,2024-01-06 22:00:00
15.329376980078997,23.73586642122209,19.337401932873156,895.2576096176177,2024-01-06 23:00:00
14.180397812752087,25.593842739616434,20.391333896992563,890.2598848216169,2024-01-07 00:00:00
14.671976768407651,27.33248272863802,17.930754120767734,971.6046459542799,2024-01-07 01:00:00
15.391407476754985,25.7472092413231,16.613396458840427,941.2279103546159,2024-01-07 02:00:00
15.05610081143975,26.8345604897413,19.199297764179303,973.1022220143977,2024-01-07 03:00:00
15.711903227721908,25.240268893523332,19.20898890708279,997.8773240409005,2024-01-07 04:00:00
14.914123854547567,28.697688935849968,18.723831627766693,925.626927373735,2024-01-07 05:00:00
13.069823285482778,26.645529603245745,21.262857496488593,910.919399804047,2024-01-07 06:00:00
13.368144761422627,27.956763186815756,22.25474448108479,1103.897087834006,2024-01-07 07:00:00
14.019844481790756,28.577552034283777,23.64502283361115,1214.8505476209066,2024-01-07 08:00:00
14.170993390561106,28.215766593373303,23.21928867661115,1410.6599025673604,2024-01-07 09:00:00
13.438606853717502,26.380719152130695,26.57116769979809,1331.4623957050117,2024-01-07 10:00:00
12.32441256926521,25.891736683295548,24.5230426467841,1059.9750908811525,2024-01-07 11:00:00
12.746527964901778,22.495274505003312,26.332000471762193,996.4076462525894,2024-01-07 12:00:00
14.321578551588003,23.740330661605185,25.02454326488173,872.3936954171974,2024-01-07 13:00:00
15.746053453596247,24.792428710012075,21.969628836525338,911.2763260650217,2024-01-07 14:00:00
16.690752147019538,25.21446450644877,22.729792881547073,956.8740507371436,2024-01-07 15:00:00
15.50284377694891,20.74092849790294,22.908149165955905,971.5103967774655,2024-01-07 16:00:00
14.400358104649632,20.2876433958268,21.49323176688188,1052.2581691105052,2024-01-07 17:00:00
15.129178902209908,20.73750227093267,20.51843505636276,1228.707739157418,2024-01-07 18:00:00
15.754707002075842,22.62899020831758,21.03444170421433,1305.5523212349922,2024-01-07 19:00:00
15.945246530041036,23.882762572150334,21.632586280387738,1111.0024709885502,2024-01-07 20:00:00
13.883153838800377,24.06939026023943,18.437501639962253,961.5755290514995,2024-01-07 21:00:00
13.480132139960595,25.412147012689225,20.708984984499217,919.3738840650987,2024-01-07 22:00:00
13.953628237726328,23.81809198823185,20.241358749284576,980.671831996368,2024-01-07 23:00:00
14.798237868900188,25.270374223022365,19.13419868679991,1098.5949075696938,2024-01-08 00:00:00
15.638171202571172,26.065216625398612,21.364242264592338,1104.264400357205,2024-01-08 01:00:00
15.658603999787577,26.47775654127414,21.65084088536772,1027.4110935722804,2024-01-08 02:00:00
15.842432193065978,25.9082608107843,23.49855335540794,1079.2329493975776,2024-01-08 03:00:00
15.749707144999384,28.599193828905136,23.753320959751647,1039.395503180687,2024-01-08 04:00:00
16.257242083495967,28.47499974233402,23.52295534837119,1022.7995851579275,2024-01-08 05:00:00
16.276709276203334,26.150252394915448,23.22523298487099,930.6891353584655,2024-01-08 06:00:00
16.14999863416329,26.58272954683385,24.569976492125047,1334.5485044081224,2024-01-08 07:00:00
15.719170912617447,27.617214296138876,23.90813881613236,1499.8320727500895,2024-01-08 08:00:00
15.797892488096743,26.33082834242351,23.128330264200823,1808.2465806900427,2024-01-08 09:00:00
16.133362298593912,27.864791773137608,24.185617827732873,1486.7972235864445,2024-01-08 10:00:00
16.190999550859264,27.88926245535857,23.964695604971492,1522.242108921584,2024-01-08 11:00:00
16.33786825466257,23.663513698650725,24.160179993423874,1298.097966285307,2024-01-08 12:00:00
17.303233734808025,24.771798716628673,25.599357057251595,1406.0289433307423,2024-01-08 13:00:00
16.99409727771664,24.473195433958953,25.00530347494651,1435.7508284379794,2024-01-08 14:00:00
15.90405416735657,25.667391966127507,24.434193430559702,1377.3264693558997,2024-01-08 15:00:00
16.558841301756285,27.13808260290309,23.234094469442915,1364.7027670335704,2024-01-08 16:00:00
14.985450367979615,27.1451146771451,24.257415683357397,1487.4952710794132,2024-01-08 17:00:00
14.133724629182744,29.397174225718093,24.644316997260283,1630.7201293639846,2024-01-08 18:00:00
14.841762514587959,28.07172602679106,25.610555614887772,1749.5555251844708,2024-01-08 19:00:00
15.458134813910634,28.293360658800122,24.00197094848424,1350.5715441357731,2024-01-08 20:00:00
14.263862239423432,28.702664569016015,22.96449067276386,1219.2290481700566,2024-01-08 21:00:00
14.213553333665523,27.597535341225374,23.864815294923467,1163.6143100378517,2024-01-08 22:00:00
13.97249106804303,28.16197687222301,23.73177601013226,1116.3204686384272,2024-01-08 23:00:00
13.913088746515605,26.454813447162515,22.096981629509017,1178.8654025530218,2024-01-09 00:00:00
15.172383157785312,25.509104401766695,23.84038633577775,1040.6083484729006,2024-01-09 01:00:00
15.856723657076671,23.513348043780915,21.17609629136285,1011.9251310326559,2024-01-09 02:00:00
15.671823660911835,24.503591030586453,22.688604772892717,910.0960193668919,2024-01-09 03:00:00
15.057292990241482,25.321728835358893,20.960087552887376,1050.0374818503592,2024-01-09 04:00:00
13.894346304897814,27.22139675938209,24.089898842577263,1064.9574699474877,2024-01-09 05:00:00
15.633562744478802,27.966836837418636,21.615687138633927,1058.044136728302,2024-01-09 06:00:00
16.1414924100697,26.92871652257326,24.039759857989385,1307.2527377941533,2024-01-09 07:00:00
15.309127370447769,24.841252058881384,24.019525159771806,1623.932206008018,2024-01-09 08:00:00
16.083901551063537,25.95088025722597,23.754645230939587,1845.3316688055343,2024-01-09 09:00:00
15.840317359491035,27.67707071120646,24.169145861705893,1940.3492283156506,2024-01-09 10:00:00
15.47461773194973,28.35088471790992,25.22110164448973,1865.9186280571325,2024-01-09 11:00:00
15.87315195554617,29.294698510462844,23.604432159008763,1665.6493125063262,2024-01-09 12:00:00
15.067141569625893,27.95822542293776,22.67375647630326,1551.3375006972801,2024-01-09 13:00:00
14.85607306532269,26.59489714134812,23.899893184488512,1468.50081449469,2024-01-09 14:00:00
15.134446495002434,25.213604703294966,21.378834298198182,1301.8514917031537,2024-01-09 15:00:00
14.741183749756887,25.27225114857662,21.076195861295638,1294.3584830789168,2024-01-09 16:00:00
15.64476977640506,25.46321819461789,26.680224753689863,1813.563836041014,2024-01-09 17:00:00
17.354510911549824,25.96742573645195,24.54002525670102,1794.239484549556,2024-01-09 18:00:00
16.094329484435033,25.768801637246938,25.9392821772415,1734.96398620437,2024-01-09 19:00:00
14.330226902600293,25.51586965410177,24.183985697396384,1663.3321876906834,2024-01-09 20:00:00
12.78303066608664,24.342230384611334,24.41032671088865,1400.9940446115065,2024-01-09 21:00:00
13.395627133695601,26.14928956716676,24.758674002436045,1166.6503915194287,2024-01-09 22:00:00
13.343321922749316,26.064597150521248,25.476381755282546,1059.9688377356777,2024-01-09 23:00:00
14.110579744807936,25.632091405640566,24.292317662839768,945.1049496453797,2024-01-10 00:00:00
14.579075725446017,24.45238263346115,26.389904689871422,977.1201324912686,2024-01-10 01:00:00
13.310800863698514,22.720345495288107,24.325667539197127,958.3056356323046,2024-01-10 02:00:00
12.236566689293065,25.568283953919426,24.078273742621704,976.5771024817534,2024-01-10 03:00:00
13.441149334099048,26.45080034454819,24.06551578077019,1120.3761572239587,2024-01-10 04:00:00
14.129799126198556,23.705154220276803,22.19520658778527,1056.588181491839,2024-01-10 05:00:00
14.088243147587882,25.438418858567346,21.906062888090727,1159.463614822901,2024-01-10 06:00:00
12.962022156726604,27.016494744753945,22.72543328381642,1517.0156631821112,2024-01-10 07:00:00
14.185281652597325,26.948516368897316,22.675166219943783,1630.31897114468,2024-01-10 08:00:00
15.808982062598076,29.25290216200446,26.903726605358237,1937.0286681869147,2024-01-10 09:00:00
15.955224520386597,28.568367130401754,24.797225830917696,1750.9324491774655,2024-01-10 10:00:00
15.01637955222081,25.55650959926779,26.264030007860413,1692.0688083041186,2024-01-10 11:00:00
15.209633677676774,26.262336451278642,27.108984213056576,1485.2125625773483,2024-01-10 12:00:00
14.019640172846794,26.539426693530753,26.208143420151682,1342.2269437815921,2024-01-10 13:00:00
15.441581508227566,25.416715283569246,24.387659529373636,1300.2981627981567,2024-01-10 14:00:00
15.532371372200094,26.467367503858018,23.261215016573413,1248.8050888349287,2024-01-10 15:00:00
13.870410958375857,23.701790572236746,22.76120746951005,1222.562338936099,2024-01-10 16:00:00
14.083142715949386,25.943208746595516,20.59014218392228,1401.4201414777913,2024-01-10 17:00:00
14.947248868043225,24.60365448373636,20.123088353616243,1719.7252666508082,2024-01-10 18:00:00
14.79654950441154,23.47181684755417,19.073802614860128,1698.471527435336,2024-01-10 19:00:00
14.694128140739133,23.928128202118053,22.025165709495376,1441.2962182731264,2024-01-10 20:00:00
13.747731539277956,25.07654656559457,22.99615203463071,1299.3564182278506,2024-01-10 21:00:00
14.731793342093482,25.4756008460522,23.978271810798265,1171.3463211356216,2024-01-10 22:00:00
14.303266164198686,24.36013421555863,24.341718213172328,1076.5453045625081,2024-01-10 23:00:00
12.61365254713894,23.921543382432194,23.930857662515123,948.2807481736903,2024-01-11 00:00:00
13.075826408865359,22.675163562464288,25.525036277103318,976.9990206979539,2024-01-11 01:00:00
14.633151403204481,23.185510085384408,23.759523484747085,958.7038144468047,2024-01-11 02:00:00
14.460830288594074,25.512636491055147,23.381876869912645,1048.7312660519915,2024-01-11 03:00:00
16.30732371598085,25.527064137371084,24.226617903047313,970.2836651304536,2024-01-11 04:00:00
16.419587258934257,26.90599332989487,22.10945095945131,1001.9806926627434,2024-01-11 05:00:00
16.405630189701867,28.767458341235525,26.634702954345677,1165.9279701581477,2024-01-11 06:00:00
16.019748230945133,27.03040805311041,25.976378435393055,1306.3503711352728,2024-01-11 07:00:00
15.84575346760867,26.519590704597242,25.90818824255419,1616.8255769732393,2024-01-11 08:00:00
15.543637148366258,29.883801418286843,27.60806947696485,1636.8037976213595,2024-01-11 09:00:00
15.248040243229081,30.954885514578628,28.061534889528186,1451.514300048531,2024-01-11 10:00:00
15.803247512321018,26.838970146297676,26.913565117084914,1617.329040510337,2024-01-11 11:00:00
14.843608395777732,27.18464307050251,26.318439392902356,1602.8914216879366,2024-01-11 12:00:00
14.026665441047253,26.788401065049598,23.41474225908657,1560.7148197848942,2024-01-11 13:00:00
13.413359538514849,27.799487293441125,22.85526195650889,1363.037385513876,2024-01-11 14:00:00
15.92014501856604,26.064070609448365,23.969187314852856,1391.7692202851301,2024-01-11 15:00:00
16.270298016098522,24.702908859729536,24.595605374299147,1500.143862606924,2024-01-11 16:00:00
16.34401277353775,24.0709550334221,26.473197204136483,1789.1171843484458,2024-01-11 17:00:00
15.127332353637122,23.79946999082242,25.780280224786267,1949.8165837812687,2024-01-11 18:00:00
15.807656159337533,25.70596936569563,23.14768719545374,1785.6332962492804,2024-01-11 19:00:00
15.538164866749472,23.841658505139844,24.355691742798236,1594.0663414209605,2024-01-11 20:00:00
15.655516883778702,23.39635827675202,25.730155304501416,1485.2312887937353,2024-01-11 21:00:00
14.630175663521175,21.27197076644046,25.798507938491912,1210.8193813733778,2024-01-11 22:00:00
14.954548660712039,24.05805830305959,24.452723735030986,1070.2315120123526,2024-01-11 23:00:00
14.648621953341888,26.41125492177984,25.085559232329487,1081.916549053673,2024-01-12 00:00:00
14.125630243021163,25.627600893889984,28.791878264652873,1100.6936291829534,2024-01-12 01:00:00
15.142595938759875,25.14283022488481,27.01910494885185,997.5905025242629,2024-01-12 02:00:00
13.77634213799455,25.96364430245843,23.937153227425902,1053.3076738296245,2024-01-12 03:00:00
14.749667067178322,28.10879678979627,22.75960854052155,1078.626817524742,2024-01-12 04:00:00
15.54999776136194,27.990647388154223,23.636068507201493,1152.9745236577025,2024-01-12 05:00:00
14.69256614774424,26.248216495805316,21.336120316844873,1152.5465043697852,2024-01-12 06:00:00
14.166561753355715,23.638478103723365,22.37196680774761,1407.2748345382643,2024-01-12 07:00:00
14.395866506539122,22.666116619471964,23.684056671029452,1795.283727385859,2024-01-12 08:00:00
15.018398609102686,23.835565656099842,26.25304832115662,1873.2440836830133,2024-01-12 09:00:00
14.984646583688722,23.39383318793479,27.240035977347574,1706.200599353497,2024-01-12 10:00:00
15.50619666713877,24.40560195934903,27.28531132138692,1555.7850916967175,2024-01-12 11:00:00
17.137111949306117,24.004203087070437,23.23707669327064,1665.4972245781921,2024-01-12 12:00:00
16.173154880419805,22.943887247383643,24.99898007543174,1589.5499649850176,2024-01-12 13:00:00
14.381915029451623,22.028616308071197,25.979076795267325,1463.6885757485366,2024-01-12 14:00:00
15.465315060931689,25.59848737927546,25.73623791873983,1355.6758289219933,2024-01-12 15:00:00
17.02307794913487,27.06518103963968,22.75328449166669,1385.7354846831947,2024-01-12 16:00:00
16.963348937972853,29.526073637615205,22.22663784186672,1745.9205877665895,2024-01-12 17:00:00
15.529087286787782,29.352413768701282,21.145946951269536,1672.5189264186265,2024-01-12 18:00:00
15.404204990276451,27.672075201455602,19.158704318579986,1896.3823883648379,2024-01-12 19:00:00
14.33852347776326,29.054398859511732,20.065051300666894,1691.687920767601,2024-01-12 20:00:00
15.208931280281515,27.94753723655355,19.741256052798732,1513.1774640424983,2024-01-12 21:00:00
13.99797842453586,27.581680838447422,24.2598365280479,1370.87382288184,2024-01-12 22:00:00
14.104790197660419,26.898743056630448,23.473418296716446,1269.4103780001342,2024-01-12 23:00:00
13.511343612589084,21.950124657075282,24.573690496730016,1124.2788180427187,2024-01-13 00:00:00
14.114578995248907,25.378389954551672,21.572441401420633,1066.768525026354,2024-01-13 01:00:00
14.094216353526456,26.101472201652083,20.8394705146583,986.1402402142402,2024-01-13 02:00:00
14.574454711431382,26.36416752370281,21.13605239481943,970.3259420842094,2024-01-13 03:00:00
14.769770345474452,25.953647846536047,20.05345116917716,908.2732169162964,2024-01-13 04:00:00
13.99511728114559,26.02353749548909,19.964228502616894,914.1580844267963,2024-01-13 05:00:00
14.929813235547535,24.926188807388378,20.234169664502375,877.778022624513,2024-01-13 06:00:00
15.007465479320313,26.101552213727786,20.708454184477933,1156.0378802492237,2024-01-13 07:00:00
14.209719009985255,23.982070330356457,23.983909312989876,1197.4691951799439,2024-01-13 08:00:00
16.618911636646168,24.78935782637851,24.14544015169354,1278.8537990248865,2024-01-13 09:00:00
16.66111034670414,25.889931707325964,24.358720604996535,1203.5529098508866,2024-01-13 10:00:00
16.107503885895298,25.484288341317292,24.535189102947314,1146.3107398500822,2024-01-13 11:00:00
17.1637176335501,26.080775705106042,24.829418469420716,1161.2609213574005,2024-01-13 12:00:00
18.291961323281672,24.405714172452413,24.071667558886148,1111.733737995688,2024-01-13 13:00:00
17.254432070188344,23.2660178075784,23.152209474380733,1192.597471496818,2024-01-13 14:00:00
16.9748533597948,24.300409985940554,23.113670344015976,1088.1120109429805,2024-01-13 15:00:00
15.558068810086604,25.70623962478591,24.471602053639437,1080.1844310931363,2024-01-13 16:00:00
